0.0	0.0	0.0	-2.5	1.0
0.0	2.5	0.0	-2.5	1.0
0.0	5.0	0.0	-2.5	1.0
0.0	7.5	0.0	-2.5	1.0
0.0	10.0	0.0	-2.5	1.0
0.0	12.5	0.0	-2.5	1.0
0.0	15.0	0.0	-2.5	1.0
0.0	17.5	0.0	-2.5	1.0
0.0	20.0	0.0	-2.5	1.0
0.0	22.5	0.0	-2.5	1.0
0.0	25.0	0.0	-2.5	1.0
0.0	27.5	0.0	-2.5	1.0
0.0	30.0	0.0	-2.5	1.0
0.0	32.5	0.0	-2.5	1.0
0.0	35.0	0.0	-2.5	1.0
0.0	37.5	0.0	-2.5	1.0
0.0	40.0	0.0	-2.5	1.0
0.0	42.5	0.0	-2.5	1.0
0.0	45.0	0.0	-2.5	1.0
0.0	47.5	0.0	-2.5	1.0
0.0	50.0	0.0	-2.5	1.0
0.0	52.5	0.0	-2.5	1.0
0.0	55.0	0.0	-2.5	1.0
0.0	57.5	0.0	-2.5	1.0
0.0	60.0	0.0	-2.5	1.0
0.0	62.5	0.0	-2.5	1.0
0.0	65.0	0.0	-2.5	1.0
0.0	67.5	0.0	-2.5	1.0
0.0	70.0	0.0	-2.5	1.0
0.0	72.5	0.0	-2.5	1.0
0.0	75.0	0.0	-2.5	1.0
0.0	77.5	0.0	-2.5	1.0
0.0	80.0	0.0	-2.5	1.0
0.0	82.5	0.0	-2.5	1.0
0.0	85.0	0.0	-2.5	1.0
0.0	87.5	0.0	-2.5	1.0
0.0	90.0	0.0	-2.5	1.0
0.0	92.5	0.0	-2.5	1.0
0.0	95.0	0.0	-2.5	1.0
0.0	97.5	0.0	-2.5	1.0
0.0	100.0	0.0	-2.5	1.0
0.025	0.0	0.0	-2.5	1.0
0.025	2.5	0.0	-2.5	1.0
0.025	5.0	0.0	-2.5	1.0
0.025	7.5	0.0	-2.5	1.0
0.025	10.0	0.0	-2.5	1.0
0.025	12.5	0.0	-2.5	1.0
0.025	15.0	0.0	-2.5	1.0
0.025	17.5	0.0	-2.5	1.0
0.025	20.0	0.0	-2.5	1.0
0.025	22.5	0.0	-2.5	1.0
0.025	25.0	0.0	-2.5	1.0
0.025	27.5	0.0	-2.5	1.0
0.025	30.0	0.0	-2.5	1.0
0.025	32.5	0.0	-2.5	1.0
0.025	35.0	0.0	-2.5	1.0
0.025	37.5	0.0	-2.5	1.0
0.025	40.0	0.0	-2.5	1.0
0.025	42.5	0.0	-2.5	1.0
0.025	45.0	0.0	-2.5	1.0
0.025	47.5	0.0	-2.5	1.0
0.025	50.0	0.0	-2.5	1.0
0.025	52.5	0.0	-2.5	1.0
0.025	55.0	0.0	-2.5	1.0
0.025	57.5	0.0	-2.5	1.0
0.025	60.0	0.0	-2.5	1.0
0.025	62.5	0.0	-2.5	1.0
0.025	65.0	0.0	-2.5	1.0
0.025	67.5	0.0	-2.5	1.0
0.025	70.0	0.0	-2.5	1.0
0.025	72.5	0.0	-2.5	1.0
0.025	75.0	0.0	-2.5	1.0
0.025	77.5	0.0	-2.5	1.0
0.025	80.0	0.0	-2.5	1.0
0.025	82.5	0.0	-2.5	1.0
