0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999778e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000167e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.199999999999999956e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000033e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.799999999999999933e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000011e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.399999999999999911e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000089e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000067e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.400000000000000244e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.599999999999999867e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.199999999999999845e-01,1.000000000000000056e-01,3.000000000000000444e-01
4.400000000000000022e-01,2.589999999999999858e+01,2.199749985793840068e+01
4.600000000000000200e-01,3.520000000000000284e+01,2.009378013217025227e+01
4.799999999999999822e-01,3.420000000000000284e+01,1.924993506482554295e+01
5.000000000000000000e-01,5.250000000000000000e+01,1.945379140424817166e+01
5.200000000000000178e-01,6.310000000000000142e+01,6.594694837519018193e+00
5.400000000000000355e-01,6.500000000000000000e+01,6.228964600958974529e+00
5.600000000000000533e-01,7.000000000000000000e+01,7.375635565834310015e+00
5.799999999999999600e-01,6.550000000000000000e+01,6.830080526611673974e+00
5.999999999999999778e-01,6.890000000000000568e+01,8.030566605165541105e+00
6.199999999999999956e-01,7.279999999999999716e+01,5.192301994298867740e+00
6.400000000000000133e-01,7.300000000000000000e+01,5.272570530585626969e+00
6.600000000000000311e-01,7.300000000000000000e+01,5.099019513592784492e+00
6.800000000000000488e-01,7.250000000000000000e+01,5.258326730053962450e+00
7.000000000000000666e-01,7.579999999999999716e+01,7.400000000000000355e+00
7.199999999999999734e-01,7.909999999999999432e+01,3.534119409414458346e+00
7.399999999999999911e-01,7.709999999999999432e+01,3.780211634287159672e+00
7.600000000000000089e-01,8.129999999999999716e+01,3.716180835212409495e+00
7.800000000000000266e-01,7.970000000000000284e+01,4.337049688440288264e+00
8.000000000000000444e-01,8.159999999999999432e+01,3.322649545167230212e+00
8.200000000000000622e-01,8.209999999999999432e+01,3.389690251335658377e+00
8.399999999999999689e-01,8.090000000000000568e+01,3.645545226711636388e+00
8.599999999999999867e-01,8.090000000000000568e+01,4.276680956068619643e+00
8.800000000000000044e-01,8.329999999999999716e+01,2.570992026436488498e+00
9.000000000000000222e-01,8.400000000000000000e+01,4.358898943540673976e+00
9.200000000000000400e-01,8.209999999999999432e+01,3.832753579347359718e+00
9.400000000000000577e-01,8.420000000000000284e+01,2.399999999999999911e+00
9.599999999999999645e-01,8.309999999999999432e+01,4.825971404805461162e+00
9.799999999999999822e-01,8.440000000000000568e+01,3.199999999999999734e+00
