0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,1.000000000000000056e-01,3.000000000000000444e-01
5.999999999999999778e-02,5.999999999999999778e-01,1.019803902718556810e+00
8.000000000000000167e-02,6.500000000000000000e+00,5.084289527554465060e+00
1.000000000000000056e-01,5.900000000000000355e+00,6.300000000000000711e+00
1.199999999999999956e-01,2.089999999999999858e+01,6.315853069855251078e+00
1.400000000000000133e-01,3.139999999999999858e+01,9.707728879609277328e+00
1.600000000000000033e-01,3.700000000000000000e+01,7.496665925596524893e+00
1.799999999999999933e-01,4.510000000000000142e+01,7.422263805605403775e+00
2.000000000000000111e-01,5.370000000000000284e+01,6.116371473349211385e+00
2.200000000000000011e-01,5.950000000000000000e+01,6.873863542433760188e+00
2.399999999999999911e-01,6.039999999999999858e+01,3.720215047547654752e+00
2.600000000000000089e-01,6.150000000000000000e+01,6.328506932918696037e+00
2.800000000000000266e-01,6.620000000000000284e+01,4.643274706497559912e+00
2.999999999999999889e-01,7.129999999999999716e+01,5.916924876994806404e+00
3.200000000000000067e-01,7.170000000000000284e+01,3.925557285278104214e+00
3.400000000000000244e-01,7.100000000000000000e+01,6.033241251599342547e+00
3.599999999999999867e-01,7.590000000000000568e+01,5.337602458033006592e+00
3.800000000000000044e-01,7.490000000000000568e+01,4.657252408878007621e+00
4.000000000000000222e-01,7.590000000000000568e+01,4.369210454990694714e+00
4.199999999999999845e-01,7.609999999999999432e+01,4.526588119102510355e+00
4.400000000000000022e-01,7.840000000000000568e+01,3.440930106817050582e+00
4.600000000000000200e-01,8.090000000000000568e+01,5.629387178015027970e+00
4.799999999999999822e-01,8.059999999999999432e+01,4.923413450036468575e+00
5.000000000000000000e-01,8.129999999999999716e+01,3.465544690232691405e+00
5.200000000000000178e-01,8.450000000000000000e+01,3.138470965295042880e+00
5.400000000000000355e-01,8.440000000000000568e+01,4.694677837722200486e+00
5.600000000000000533e-01,8.620000000000000284e+01,2.785677655436824107e+00
5.799999999999999600e-01,8.129999999999999716e+01,4.360045871318328992e+00
5.999999999999999778e-01,8.370000000000000284e+01,3.494281041931230014e+00
6.199999999999999956e-01,8.340000000000000568e+01,3.979949748426479417e+00
6.400000000000000133e-01,8.650000000000000000e+01,4.153311931459037432e+00
6.600000000000000311e-01,8.670000000000000284e+01,5.060632371551998077e+00
6.800000000000000488e-01,8.759999999999999432e+01,2.973213749463701205e+00
7.000000000000000666e-01,8.879999999999999716e+01,2.785677655436824107e+00
7.199999999999999734e-01,8.859999999999999432e+01,2.835489375751564900e+00
7.399999999999999911e-01,8.800000000000000000e+01,2.366431913239846363e+00
7.600000000000000089e-01,8.900000000000000000e+01,3.224903099319420097e+00
7.800000000000000266e-01,8.729999999999999716e+01,3.100000000000000089e+00
8.000000000000000444e-01,8.859999999999999432e+01,3.261901286060017835e+00
8.200000000000000622e-01,9.000000000000000000e+01,2.000000000000000000e+00
8.399999999999999689e-01,9.040000000000000568e+01,2.457641145488901557e+00
8.599999999999999867e-01,8.990000000000000568e+01,3.753664875824691549e+00
8.800000000000000044e-01,8.879999999999999716e+01,2.675817632051930683e+00
9.000000000000000222e-01,8.850000000000000000e+01,3.721558813185679160e+00
9.200000000000000400e-01,9.179999999999999716e+01,3.370459909270544063e+00
9.400000000000000577e-01,9.009999999999999432e+01,3.300000000000000266e+00
9.599999999999999645e-01,8.940000000000000568e+01,2.332380757938119942e+00
9.799999999999999822e-01,8.970000000000000284e+01,3.377869150810907328e+00
