
# Curve 0 of 1, 5000 points
# Curve title: "{/Symbol b}=10"
# x y type
-0.0527604 -88.6685  o
-0.0527977 -88.6293  o
-0.0528349 -88.5901  o
-0.0528723 -88.5509  o
-0.0529096 -88.5117  o
-0.0529471 -88.4725  o
-0.0529845 -88.4333  o
-0.053022 -88.3941  o
-0.0530596 -88.3549  o
-0.0530971 -88.3157  o
-0.0531348 -88.2765  o
-0.0531724 -88.2372  o
-0.0532101 -88.198  o
-0.0532479 -88.1588  o
-0.0532857 -88.1196  o
-0.0533235 -88.0804  o
-0.0533614 -88.0412  o
-0.0533993 -88.002  o
-0.0534373 -87.9628  o
-0.0534753 -87.9236  o
-0.0535133 -87.8844  o
-0.0535514 -87.8452  o
-0.0535896 -87.806  o
-0.0536278 -87.7668  o
-0.053666 -87.7275  o
-0.0537042 -87.6883  o
-0.0537426 -87.6491  o
-0.0537809 -87.6099  o
-0.0538193 -87.5707  o
-0.0538577 -87.5315  o
-0.0538962 -87.4923  o
-0.0539347 -87.4531  o
-0.0539733 -87.4139  o
-0.0540119 -87.3747  o
-0.0540506 -87.3355  o
-0.0540893 -87.2963  o
-0.054128 -87.2571  o
-0.0541668 -87.2178  o
-0.0542057 -87.1786  o
-0.0542445 -87.1394  o
-0.0542835 -87.1002  o
-0.0543224 -87.061  o
-0.0543614 -87.0218  o
-0.0544005 -86.9826  o
-0.0544396 -86.9434  o
-0.0544787 -86.9042  o
-0.0545179 -86.865  o
-0.0545572 -86.8258  o
-0.0545964 -86.7866  o
-0.0546358 -86.7473  o
-0.0546751 -86.7081  o
-0.0547145 -86.6689  o
-0.054754 -86.6297  o
-0.0547935 -86.5905  o
-0.0548331 -86.5513  o
-0.0548727 -86.5121  o
-0.0549123 -86.4729  o
-0.054952 -86.4337  o
-0.0549917 -86.3945  o
-0.0550315 -86.3553  o
-0.0550713 -86.3161  o
-0.0551112 -86.2769  o
-0.0551511 -86.2376  o
-0.0551911 -86.1984  o
-0.0552311 -86.1592  o
-0.0552711 -86.12  o
-0.0553112 -86.0808  o
-0.0553514 -86.0416  o
-0.0553915 -86.0024  o
-0.0554318 -85.9632  o
-0.0554721 -85.924  o
-0.0555124 -85.8848  o
-0.0555528 -85.8456  o
-0.0555932 -85.8064  o
-0.0556337 -85.7672  o
-0.0556742 -85.7279  o
-0.0557147 -85.6887  o
-0.0557554 -85.6495  o
-0.055796 -85.6103  o
-0.0558367 -85.5711  o
-0.0558775 -85.5319  o
-0.0559183 -85.4927  o
-0.0559591 -85.4535  o
-0.056 -85.4143  o
-0.0560409 -85.3751  o
-0.0560819 -85.3359  o
-0.056123 -85.2967  o
-0.0561641 -85.2575  o
-0.0562052 -85.2182  o
-0.0562464 -85.179  o
-0.0562876 -85.1398  o
-0.0563289 -85.1006  o
-0.0563702 -85.0614  o
-0.0564116 -85.0222  o
-0.056453 -84.983  o
-0.0564945 -84.9438  o
-0.056536 -84.9046  o
-0.0565775 -84.8654  o
-0.0566192 -84.8262  o
-0.0566608 -84.787  o
-0.0567025 -84.7477  o
-0.0567443 -84.7085  o
-0.0567861 -84.6693  o
-0.056828 -84.6301  o
-0.0568699 -84.5909  o
-0.0569118 -84.5517  o
-0.0569538 -84.5125  o
-0.0569959 -84.4733  o
-0.057038 -84.4341  o
-0.0570801 -84.3949  o
-0.0571224 -84.3557  o
-0.0571646 -84.3165  o
-0.0572069 -84.2773  o
-0.0572493 -84.238  o
-0.0572917 -84.1988  o
-0.0573341 -84.1596  o
-0.0573766 -84.1204  o
-0.0574192 -84.0812  o
-0.0574618 -84.042  o
-0.0575044 -84.0028  o
-0.0575471 -83.9636  o
-0.0575899 -83.9244  o
-0.0576327 -83.8852  o
-0.0576756 -83.846  o
-0.0577185 -83.8068  o
-0.0577614 -83.7676  o
-0.0578044 -83.7283  o
-0.0578475 -83.6891  o
-0.0578906 -83.6499  o
-0.0579338 -83.6107  o
-0.057977 -83.5715  o
-0.0580202 -83.5323  o
-0.0580635 -83.4931  o
-0.0581069 -83.4539  o
-0.0581503 -83.4147  o
-0.0581938 -83.3755  o
-0.0582373 -83.3363  o
-0.0582809 -83.2971  o
-0.0583245 -83.2579  o
-0.0583682 -83.2186  o
-0.0584119 -83.1794  o
-0.0584557 -83.1402  o
-0.0584995 -83.101  o
-0.0585434 -83.0618  o
-0.0585874 -83.0226  o
-0.0586314 -82.9834  o
-0.0586754 -82.9442  o
-0.0587195 -82.905  o
-0.0587636 -82.8658  o
-0.0588079 -82.8266  o
-0.0588521 -82.7874  o
-0.0588964 -82.7481  o
-0.0589408 -82.7089  o
-0.0589852 -82.6697  o
-0.0590297 -82.6305  o
-0.0590742 -82.5913  o
-0.0591188 -82.5521  o
-0.0591634 -82.5129  o
-0.0592081 -82.4737  o
-0.0592528 -82.4345  o
-0.0592976 -82.3953  o
-0.0593424 -82.3561  o
-0.0593873 -82.3169  o
-0.0594323 -82.2777  o
-0.0594773 -82.2384  o
-0.0595224 -82.1992  o
-0.0595675 -82.16  o
-0.0596126 -82.1208  o
-0.0596579 -82.0816  o
-0.0597031 -82.0424  o
-0.0597485 -82.0032  o
-0.0597939 -81.964  o
-0.0598393 -81.9248  o
-0.0598848 -81.8856  o
-0.0599304 -81.8464  o
-0.059976 -81.8072  o
-0.0600216 -81.768  o
-0.0600673 -81.7287  o
-0.0601131 -81.6895  o
-0.060159 -81.6503  o
-0.0602048 -81.6111  o
-0.0602508 -81.5719  o
-0.0602968 -81.5327  o
-0.0603428 -81.4935  o
-0.0603889 -81.4543  o
-0.0604351 -81.4151  o
-0.0604813 -81.3759  o
-0.0605276 -81.3367  o
-0.060574 -81.2975  o
-0.0606203 -81.2583  o
-0.0606668 -81.219  o
-0.0607133 -81.1798  o
-0.0607599 -81.1406  o
-0.0608065 -81.1014  o
-0.0608532 -81.0622  o
-0.0608999 -81.023  o
-0.0609467 -80.9838  o
-0.0609935 -80.9446  o
-0.0610404 -80.9054  o
-0.0610874 -80.8662  o
-0.0611344 -80.827  o
-0.0611815 -80.7878  o
-0.0612286 -80.7485  o
-0.0612758 -80.7093  o
-0.0613231 -80.6701  o
-0.0613704 -80.6309  o
-0.0614178 -80.5917  o
-0.0614652 -80.5525  o
-0.0615127 -80.5133  o
-0.0615602 -80.4741  o
-0.0616078 -80.4349  o
-0.0616555 -80.3957  o
-0.0617032 -80.3565  o
-0.061751 -80.3173  o
-0.0617988 -80.2781  o
-0.0618467 -80.2388  o
-0.0618947 -80.1996  o
-0.0619427 -80.1604  o
-0.0619908 -80.1212  o
-0.0620389 -80.082  o
-0.0620871 -80.0428  o
-0.0621354 -80.0036  o
-0.0621837 -79.9644  o
-0.0622321 -79.9252  o
-0.0622805 -79.886  o
-0.062329 -79.8468  o
-0.0623775 -79.8076  o
-0.0624262 -79.7684  o
-0.0624748 -79.7291  o
-0.0625236 -79.6899  o
-0.0625724 -79.6507  o
-0.0626212 -79.6115  o
-0.0626702 -79.5723  o
-0.0627191 -79.5331  o
-0.0627682 -79.4939  o
-0.0628173 -79.4547  o
-0.0628664 -79.4155  o
-0.0629157 -79.3763  o
-0.062965 -79.3371  o
-0.0630143 -79.2979  o
-0.0630637 -79.2587  o
-0.0631132 -79.2194  o
-0.0631627 -79.1802  o
-0.0632123 -79.141  o
-0.063262 -79.1018  o
-0.0633117 -79.0626  o
-0.0633615 -79.0234  o
-0.0634113 -78.9842  o
-0.0634613 -78.945  o
-0.0635112 -78.9058  o
-0.0635613 -78.8666  o
-0.0636114 -78.8274  o
-0.0636615 -78.7882  o
-0.0637118 -78.7489  o
-0.063762 -78.7097  o
-0.0638124 -78.6705  o
-0.0638628 -78.6313  o
-0.0639133 -78.5921  o
-0.0639638 -78.5529  o
-0.0640144 -78.5137  o
-0.0640651 -78.4745  o
-0.0641158 -78.4353  o
-0.0641666 -78.3961  o
-0.0642175 -78.3569  o
-0.0642684 -78.3177  o
-0.0643194 -78.2785  o
-0.0643705 -78.2392  o
-0.0644216 -78.2  o
-0.0644728 -78.1608  o
-0.0645241 -78.1216  o
-0.0645754 -78.0824  o
-0.0646268 -78.0432  o
-0.0646782 -78.004  o
-0.0647297 -77.9648  o
-0.0647813 -77.9256  o
-0.064833 -77.8864  o
-0.0648847 -77.8472  o
-0.0649364 -77.808  o
-0.0649883 -77.7688  o
-0.0650402 -77.7295  o
-0.0650922 -77.6903  o
-0.0651442 -77.6511  o
-0.0651963 -77.6119  o
-0.0652485 -77.5727  o
-0.0653007 -77.5335  o
-0.0653531 -77.4943  o
-0.0654054 -77.4551  o
-0.0654579 -77.4159  o
-0.0655104 -77.3767  o
-0.065563 -77.3375  o
-0.0656156 -77.2983  o
-0.0656683 -77.2591  o
-0.0657211 -77.2198  o
-0.065774 -77.1806  o
-0.0658269 -77.1414  o
-0.0658799 -77.1022  o
-0.0659329 -77.063  o
-0.0659861 -77.0238  o
-0.0660392 -76.9846  o
-0.0660925 -76.9454  o
-0.0661458 -76.9062  o
-0.0661992 -76.867  o
-0.0662527 -76.8278  o
-0.0663062 -76.7886  o
-0.0663598 -76.7493  o
-0.0664135 -76.7101  o
-0.0664673 -76.6709  o
-0.0665211 -76.6317  o
-0.066575 -76.5925  o
-0.0666289 -76.5533  o
-0.0666829 -76.5141  o
-0.066737 -76.4749  o
-0.0667912 -76.4357  o
-0.0668454 -76.3965  o
-0.0668998 -76.3573  o
-0.0669541 -76.3181  o
-0.0670086 -76.2789  o
-0.0670631 -76.2396  o
-0.0671177 -76.2004  o
-0.0671723 -76.1612  o
-0.0672271 -76.122  o
-0.0672819 -76.0828  o
-0.0673368 -76.0436  o
-0.0673917 -76.0044  o
-0.0674467 -75.9652  o
-0.0675018 -75.926  o
-0.067557 -75.8868  o
-0.0676122 -75.8476  o
-0.0676675 -75.8084  o
-0.0677229 -75.7692  o
-0.0677784 -75.7299  o
-0.0678339 -75.6907  o
-0.0678895 -75.6515  o
-0.0679452 -75.6123  o
-0.0680009 -75.5731  o
-0.0680567 -75.5339  o
-0.0681126 -75.4947  o
-0.0681686 -75.4555  o
-0.0682246 -75.4163  o
-0.0682807 -75.3771  o
-0.0683369 -75.3379  o
-0.0683932 -75.2987  o
-0.0684495 -75.2595  o
-0.068506 -75.2202  o
-0.0685624 -75.181  o
-0.068619 -75.1418  o
-0.0686756 -75.1026  o
-0.0687323 -75.0634  o
-0.0687891 -75.0242  o
-0.068846 -74.985  o
-0.0689029 -74.9458  o
-0.0689599 -74.9066  o
-0.069017 -74.8674  o
-0.0690742 -74.8282  o
-0.0691314 -74.789  o
-0.0691888 -74.7497  o
-0.0692461 -74.7105  o
-0.0693036 -74.6713  o
-0.0693612 -74.6321  o
-0.0694188 -74.5929  o
-0.0694765 -74.5537  o
-0.0695343 -74.5145  o
-0.0695921 -74.4753  o
-0.06965 -74.4361  o
-0.0697081 -74.3969  o
-0.0697661 -74.3577  o
-0.0698243 -74.3185  o
-0.0698825 -74.2793  o
-0.0699409 -74.24  o
-0.0699993 -74.2008  o
-0.0700577 -74.1616  o
-0.0701163 -74.1224  o
-0.0701749 -74.0832  o
-0.0702336 -74.044  o
-0.0702924 -74.0048  o
-0.0703513 -73.9656  o
-0.0704103 -73.9264  o
-0.0704693 -73.8872  o
-0.0705284 -73.848  o
-0.0705876 -73.8088  o
-0.0706469 -73.7696  o
-0.0707062 -73.7303  o
-0.0707656 -73.6911  o
-0.0708251 -73.6519  o
-0.0708847 -73.6127  o
-0.0709444 -73.5735  o
-0.0710041 -73.5343  o
-0.071064 -73.4951  o
-0.0711239 -73.4559  o
-0.0711839 -73.4167  o
-0.071244 -73.3775  o
-0.0713041 -73.3383  o
-0.0713644 -73.2991  o
-0.0714247 -73.2599  o
-0.0714851 -73.2206  o
-0.0715456 -73.1814  o
-0.0716061 -73.1422  o
-0.0716668 -73.103  o
-0.0717275 -73.0638  o
-0.0717883 -73.0246  o
-0.0718492 -72.9854  o
-0.0719102 -72.9462  o
-0.0719713 -72.907  o
-0.0720324 -72.8678  o
-0.0720937 -72.8286  o
-0.072155 -72.7894  o
-0.0722164 -72.7502  o
-0.0722778 -72.7109  o
-0.0723394 -72.6717  o
-0.0724011 -72.6325  o
-0.0724628 -72.5933  o
-0.0725246 -72.5541  o
-0.0725865 -72.5149  o
-0.0726485 -72.4757  o
-0.0727106 -72.4365  o
-0.0727728 -72.3973  o
-0.072835 -72.3581  o
-0.0728973 -72.3189  o
-0.0729598 -72.2797  o
-0.0730223 -72.2404  o
-0.0730849 -72.2012  o
-0.0731475 -72.162  o
-0.0732103 -72.1228  o
-0.0732732 -72.0836  o
-0.0733361 -72.0444  o
-0.0733991 -72.0052  o
-0.0734622 -71.966  o
-0.0735254 -71.9268  o
-0.0735887 -71.8876  o
-0.0736521 -71.8484  o
-0.0737156 -71.8092  o
-0.0737791 -71.77  o
-0.0738427 -71.7307  o
-0.0739065 -71.6915  o
-0.0739703 -71.6523  o
-0.0740342 -71.6131  o
-0.0740982 -71.5739  o
-0.0741623 -71.5347  o
-0.0742264 -71.4955  o
-0.0742907 -71.4563  o
-0.0743551 -71.4171  o
-0.0744195 -71.3779  o
-0.074484 -71.3387  o
-0.0745487 -71.2995  o
-0.0746134 -71.2603  o
-0.0746782 -71.221  o
-0.0747431 -71.1818  o
-0.0748081 -71.1426  o
-0.0748731 -71.1034  o
-0.0749383 -71.0642  o
-0.0750036 -71.025  o
-0.0750689 -70.9858  o
-0.0751343 -70.9466  o
-0.0751999 -70.9074  o
-0.0752655 -70.8682  o
-0.0753312 -70.829  o
-0.075397 -70.7898  o
-0.0754629 -70.7506  o
-0.0755289 -70.7113  o
-0.075595 -70.6721  o
-0.0756612 -70.6329  o
-0.0757275 -70.5937  o
-0.0757939 -70.5545  o
-0.0758603 -70.5153  o
-0.0759269 -70.4761  o
-0.0759935 -70.4369  o
-0.0760603 -70.3977  o
-0.0761271 -70.3585  o
-0.0761941 -70.3193  o
-0.0762611 -70.2801  o
-0.0763282 -70.2408  o
-0.0763955 -70.2016  o
-0.0764628 -70.1624  o
-0.0765302 -70.1232  o
-0.0765977 -70.084  o
-0.0766653 -70.0448  o
-0.076733 -70.0056  o
-0.0768008 -69.9664  o
-0.0768687 -69.9272  o
-0.0769367 -69.888  o
-0.0770048 -69.8488  o
-0.077073 -69.8096  o
-0.0771413 -69.7704  o
-0.0772096 -69.7311  o
-0.0772781 -69.6919  o
-0.0773467 -69.6527  o
-0.0774154 -69.6135  o
-0.0774841 -69.5743  o
-0.077553 -69.5351  o
-0.077622 -69.4959  o
-0.0776911 -69.4567  o
-0.0777602 -69.4175  o
-0.0778295 -69.3783  o
-0.0778989 -69.3391  o
-0.0779684 -69.2999  o
-0.0780379 -69.2607  o
-0.0781076 -69.2214  o
-0.0781774 -69.1822  o
-0.0782472 -69.143  o
-0.0783172 -69.1038  o
-0.0783873 -69.0646  o
-0.0784575 -69.0254  o
-0.0785277 -68.9862  o
-0.0785981 -68.947  o
-0.0786686 -68.9078  o
-0.0787392 -68.8686  o
-0.0788099 -68.8294  o
-0.0788807 -68.7902  o
-0.0789516 -68.751  o
-0.0790225 -68.7117  o
-0.0790936 -68.6725  o
-0.0791648 -68.6333  o
-0.0792362 -68.5941  o
-0.0793076 -68.5549  o
-0.0793791 -68.5157  o
-0.0794507 -68.4765  o
-0.0795224 -68.4373  o
-0.0795942 -68.3981  o
-0.0796662 -68.3589  o
-0.0797382 -68.3197  o
-0.0798103 -68.2805  o
-0.0798826 -68.2412  o
-0.079955 -68.202  o
-0.0800274 -68.1628  o
-0.0801 -68.1236  o
-0.0801726 -68.0844  o
-0.0802454 -68.0452  o
-0.0803183 -68.006  o
-0.0803913 -67.9668  o
-0.0804644 -67.9276  o
-0.0805376 -67.8884  o
-0.0806109 -67.8492  o
-0.0806844 -67.81  o
-0.0807579 -67.7708  o
-0.0808315 -67.7315  o
-0.0809053 -67.6923  o
-0.0809791 -67.6531  o
-0.0810531 -67.6139  o
-0.0811272 -67.5747  o
-0.0812014 -67.5355  o
-0.0812757 -67.4963  o
-0.0813501 -67.4571  o
-0.0814246 -67.4179  o
-0.0814992 -67.3787  o
-0.081574 -67.3395  o
-0.0816488 -67.3003  o
-0.0817238 -67.2611  o
-0.0817989 -67.2218  o
-0.081874 -67.1826  o
-0.0819493 -67.1434  o
-0.0820247 -67.1042  o
-0.0821003 -67.065  o
-0.0821759 -67.0258  o
-0.0822516 -66.9866  o
-0.0823275 -66.9474  o
-0.0824035 -66.9082  o
-0.0824796 -66.869  o
-0.0825558 -66.8298  o
-0.0826321 -66.7906  o
-0.0827085 -66.7514  o
-0.0827851 -66.7121  o
-0.0828617 -66.6729  o
-0.0829385 -66.6337  o
-0.0830154 -66.5945  o
-0.0830924 -66.5553  o
-0.0831695 -66.5161  o
-0.0832468 -66.4769  o
-0.0833241 -66.4377  o
-0.0834016 -66.3985  o
-0.0834792 -66.3593  o
-0.0835569 -66.3201  o
-0.0836347 -66.2809  o
-0.0837126 -66.2416  o
-0.0837907 -66.2024  o
-0.0838689 -66.1632  o
-0.0839472 -66.124  o
-0.0840256 -66.0848  o
-0.0841041 -66.0456  o
-0.0841828 -66.0064  o
-0.0842615 -65.9672  o
-0.0843404 -65.928  o
-0.0844194 -65.8888  o
-0.0844986 -65.8496  o
-0.0845778 -65.8104  o
-0.0846572 -65.7712  o
-0.0847367 -65.7319  o
-0.0848163 -65.6927  o
-0.084896 -65.6535  o
-0.0849759 -65.6143  o
-0.0850558 -65.5751  o
-0.085136 -65.5359  o
-0.0852162 -65.4967  o
-0.0852965 -65.4575  o
-0.085377 -65.4183  o
-0.0854576 -65.3791  o
-0.0855383 -65.3399  o
-0.0856191 -65.3007  o
-0.0857001 -65.2615  o
-0.0857812 -65.2222  o
-0.0858624 -65.183  o
-0.0859437 -65.1438  o
-0.0860252 -65.1046  o
-0.0861068 -65.0654  o
-0.0861885 -65.0262  o
-0.0862703 -64.987  o
-0.0863523 -64.9478  o
-0.0864344 -64.9086  o
-0.0865166 -64.8694  o
-0.086599 -64.8302  o
-0.0866815 -64.791  o
-0.0867641 -64.7518  o
-0.0868468 -64.7125  o
-0.0869296 -64.6733  o
-0.0870126 -64.6341  o
-0.0870958 -64.5949  o
-0.087179 -64.5557  o
-0.0872624 -64.5165  o
-0.0873459 -64.4773  o
-0.0874295 -64.4381  o
-0.0875133 -64.3989  o
-0.0875972 -64.3597  o
-0.0876812 -64.3205  o
-0.0877654 -64.2813  o
-0.0878496 -64.242  o
-0.0879341 -64.2028  o
-0.0880186 -64.1636  o
-0.0881033 -64.1244  o
-0.0881881 -64.0852  o
-0.0882731 -64.046  o
-0.0883582 -64.0068  o
-0.0884434 -63.9676  o
-0.0885287 -63.9284  o
-0.0886142 -63.8892  o
-0.0886998 -63.85  o
-0.0887856 -63.8108  o
-0.0888715 -63.7716  o
-0.0889575 -63.7323  o
-0.0890437 -63.6931  o
-0.08913 -63.6539  o
-0.0892164 -63.6147  o
-0.089303 -63.5755  o
-0.0893897 -63.5363  o
-0.0894765 -63.4971  o
-0.0895635 -63.4579  o
-0.0896506 -63.4187  o
-0.0897379 -63.3795  o
-0.0898253 -63.3403  o
-0.0899128 -63.3011  o
-0.0900005 -63.2619  o
-0.0900883 -63.2226  o
-0.0901762 -63.1834  o
-0.0902643 -63.1442  o
-0.0903526 -63.105  o
-0.0904409 -63.0658  o
-0.0905294 -63.0266  o
-0.0906181 -62.9874  o
-0.0907069 -62.9482  o
-0.0907958 -62.909  o
-0.0908849 -62.8698  o
-0.0909741 -62.8306  o
-0.0910635 -62.7914  o
-0.091153 -62.7522  o
-0.0912427 -62.7129  o
-0.0913325 -62.6737  o
-0.0914224 -62.6345  o
-0.0915125 -62.5953  o
-0.0916027 -62.5561  o
-0.0916931 -62.5169  o
-0.0917836 -62.4777  o
-0.0918743 -62.4385  o
-0.0919651 -62.3993  o
-0.092056 -62.3601  o
-0.0921471 -62.3209  o
-0.0922384 -62.2817  o
-0.0923298 -62.2424  o
-0.0924213 -62.2032  o
-0.092513 -62.164  o
-0.0926049 -62.1248  o
-0.0926969 -62.0856  o
-0.092789 -62.0464  o
-0.0928813 -62.0072  o
-0.0929737 -61.968  o
-0.0930663 -61.9288  o
-0.0931591 -61.8896  o
-0.093252 -61.8504  o
-0.093345 -61.8112  o
-0.0934382 -61.772  o
-0.0935316 -61.7327  o
-0.0936251 -61.6935  o
-0.0937187 -61.6543  o
-0.0938125 -61.6151  o
-0.0939065 -61.5759  o
-0.0940006 -61.5367  o
-0.0940949 -61.4975  o
-0.0941893 -61.4583  o
-0.0942839 -61.4191  o
-0.0943786 -61.3799  o
-0.0944735 -61.3407  o
-0.0945685 -61.3015  o
-0.0946637 -61.2623  o
-0.0947591 -61.223  o
-0.0948546 -61.1838  o
