0.00E+00	0.00E+00	0.00E+00
2.00E-02	0.00E+00	0.00E+00
4.00E-02	0.00E+00	0.00E+00
6.00E-02	0.00E+00	0.00E+00
8.00E-02	0.00E+00	0.00E+00
1.00E-01	0.00E+00	0.00E+00
1.20E-01	0.00E+00	0.00E+00
1.40E-01	0.00E+00	0.00E+00
1.60E-01	0.00E+00	0.00E+00
1.80E-01	0.00E+00	0.00E+00
2.00E-01	0.00E+00	0.00E+00
2.20E-01	0.00E+00	0.00E+00
2.40E-01	0.00E+00	0.00E+00
2.60E-01	0.00E+00	0.00E+00
2.80E-01	0.00E+00	0.00E+00
3.00E-01	0.00E+00	0.00E+00
3.20E-01	0.00E+00	0.00E+00
3.40E-01	0.00E+00	0.00E+00
3.60E-01	0.00E+00	0.00E+00
3.80E-01	0.00E+00	0.00E+00
4.00E-01	0.00E+00	0.00E+00
4.20E-01	0.00E+00	0.00E+00
4.40E-01	0.00E+00	0.00E+00
4.60E-01	0.00E+00	0.00E+00
4.80E-01	0.00E+00	0.00E+00
5.00E-01	0.00E+00	0.00E+00
5.20E-01	0.00E+00	0.00E+00
5.40E-01	0.00E+00	0.00E+00
5.60E-01	1.00E+00	3.00E+00
5.80E-01	1.36E+01	1.05E+01
6.00E-01	7.90E+00	6.83E+00
6.20E-01	1.98E+01	4.40E+00
6.40E-01	2.33E+01	6.29E+00
6.60E-01	2.44E+01	6.62E+00
6.80E-01	2.96E+01	7.19E+00
7.00E-01	2.41E+01	6.85E+00
7.20E-01	2.88E+01	5.74E+00
7.40E-01	3.45E+01	5.70E+00
7.60E-01	3.58E+01	8.67E+00
7.80E-01	3.58E+01	7.65E+00
8.00E-01	4.35E+01	6.38E+00
8.20E-01	4.14E+01	9.10E+00
8.40E-01	4.21E+01	5.75E+00
8.60E-01	4.27E+01	7.13E+00
8.80E-01	4.51E+01	8.36E+00
9.00E-01	4.94E+01	5.37E+00
9.20E-01	4.46E+01	6.04E+00
9.40E-01	4.83E+01	5.14E+00
9.60E-01	5.00E+01	5.50E+00
9.80E-01	4.94E+01	4.52E+00
