0.00E+00	1.89E+01	6.95E+00
2.00E-02	4.97E+01	6.07E+00
4.00E-02	7.02E+01	4.58E+00
6.00E-02	8.26E+01	3.50E+00
8.00E-02	8.55E+01	2.77E+00
1.00E-01	8.93E+01	2.57E+00
1.20E-01	9.27E+01	3.03E+00
1.40E-01	9.35E+01	2.29E+00
1.60E-01	9.41E+01	3.24E+00
1.80E-01	9.50E+01	2.65E+00
2.00E-01	9.49E+01	2.39E+00
2.20E-01	9.54E+01	1.56E+00
2.40E-01	9.63E+01	1.42E+00
2.60E-01	9.54E+01	2.24E+00
2.80E-01	9.66E+01	2.20E+00
3.00E-01	9.69E+01	5.39E-01
3.20E-01	9.67E+01	2.57E+00
3.40E-01	9.69E+01	1.70E+00
3.60E-01	9.76E+01	1.50E+00
3.80E-01	9.74E+01	1.36E+00
4.00E-01	9.75E+01	1.63E+00
4.20E-01	9.81E+01	1.58E+00
4.40E-01	9.79E+01	1.45E+00
4.60E-01	9.75E+01	1.12E+00
4.80E-01	9.78E+01	8.72E-01
5.00E-01	9.91E+01	7.00E-01
5.20E-01	9.83E+01	9.00E-01
5.40E-01	9.78E+01	1.08E+00
5.60E-01	9.83E+01	1.27E+00
5.80E-01	9.86E+01	8.00E-01
6.00E-01	9.82E+01	1.40E+00
6.20E-01	9.85E+01	8.06E-01
6.40E-01	9.84E+01	9.17E-01
6.60E-01	9.94E+01	6.63E-01
6.80E-01	9.85E+01	1.28E+00
7.00E-01	9.89E+01	8.31E-01
7.20E-01	9.87E+01	1.19E+00
7.40E-01	9.90E+01	1.34E+00
7.60E-01	9.89E+01	8.31E-01
7.80E-01	9.87E+01	1.10E+00
8.00E-01	9.86E+01	9.17E-01
8.20E-01	9.89E+01	7.00E-01
8.40E-01	9.94E+01	8.00E-01
8.60E-01	9.92E+01	8.72E-01
8.80E-01	9.85E+01	1.20E+00
9.00E-01	9.88E+01	1.25E+00
9.20E-01	9.91E+01	9.43E-01
9.40E-01	9.90E+01	1.00E+00
9.60E-01	9.95E+01	1.02E+00
9.80E-01	9.88E+01	1.17E+00
